"cited_paper_id","citing_paper_id"
"10.1109/TED.2016.2643162","10.3389/fnins.2013.00186"
"10.1109/TED.2016.2643162","10.1002/adma.201203680"
"10.1109/TED.2016.2643162","10.1109/TED.2011.2147791"
"10.1016/j.jmst.2021.12.016","10.1126/science.aaw5581"
"10.1016/j.jmst.2021.12.016","10.1088/1741-2560/13/5/051001"
"10.1016/j.jmst.2021.12.016","10.1021/acsami.9b21747"
"10.1016/j.jmst.2021.12.016","10.1002/aelm.202100185"
"10.1016/j.jmst.2021.12.016","10.1021/acs.nanolett.9b00180"
"10.1016/j.jmst.2021.12.016","10.1088/1361-6463/aade3f"
"10.1016/j.jmst.2021.12.016","10.1002/admt.201800589"
"10.1016/j.jmst.2021.12.016","10.1002/aisy.202000111"
"10.1016/j.jmst.2021.12.016","10.1002/aisy.202000210"
"10.1016/j.jmst.2021.12.016","10.1109/TED.2011.2147791"
"10.1021/acsami.5b01825","10.1021/nl904092h"
"10.1021/acsami.5b01825","10.1002/adfm.201202383"
"10.1021/acsami.5b01825","10.1002/adma.201203680"
"10.1002/aelm.202200972","10.1002/adma.202006469"
"10.1002/aelm.202200972","10.1002/adma.202004659"
"10.1002/aelm.202200972","10.1039/c8nr07442a"
"10.1002/aelm.202200972","10.1038/s41467-021-23744-2"
"10.1002/aelm.202200972","10.1038/s41578-022-00434-z"
"10.1002/aelm.202200972","10.1021/acsnano.8b01282"
"10.1002/aelm.202200972","10.1002/aisy.202000055"
"10.1002/aelm.202200972","10.1002/adfm.201704862"
"10.1002/aelm.202200972","10.1002/aelm.202100432"
"10.1109/ECOC52684.2021.9606046","10.1109/JLT.2019.2949133"
"10.1109/ECOC52684.2021.9606046","10.1016/j.neunet.2020.05.024"
"10.1109/ECOC52684.2021.9606046","10.1038/s41566-020-00754-y"
"10.1109/ECOC52684.2021.9606046","10.1063/5.0047946"
"10.1109/ECOC52684.2021.9606046","10.1038/s41586-020-03063-0"
"10.1007/s10832-017-0103-0","10.1039/c3nr01176c"
"10.1007/s10832-017-0103-0","10.1088/0957-4484/24/38/384010"
"10.1007/s10832-017-0103-0","10.1021/nl904092h"
"10.1007/978-3-030-30493-5_16","10.1088/0957-4484/24/38/384010"
"10.1002/aisy.202000055","10.1038/s41598-018-35828-z"
"10.1002/aisy.202000055","10.1002/aisy.201900136"
"10.1002/aisy.202000055","10.1002/smll.201802188"
"10.1021/acs.jpclett.3c01711","10.1002/adma.202006469"
"10.1021/acs.jpclett.3c01711","10.1002/adfm.202005443"
"10.1021/acs.jpclett.3c01711","10.1002/smll.202301196"
"10.1021/acs.jpclett.3c01711","10.1002/adfm.202211467"
"10.1021/acs.jpclett.3c01711","10.1016/j.bica.2016.11.002"
"10.1021/acs.jpclett.3c01711","10.1002/aisy.201900118"
"10.1021/acs.jpclett.3c01711","10.1038/s41578-022-00434-z"
"10.1021/acs.jpclett.3c01711","10.1002/adfm.202208320"
"10.1021/acs.jpclett.3c01711","10.1021/acs.chemrev.9b00730"
"10.1021/acs.jpclett.3c01711","10.1002/adom.201900766"
"10.1021/acs.jpclett.3c01711","10.1039/d0mh01730b"
"10.1021/acs.jpclett.3c01711","10.1038/s41565-020-0647-z"
"10.1021/acs.jpclett.3c01711","10.1038/s43588-021-00184-y"
"10.1021/acs.jpclett.3c01711","10.1002/adma.201902761"
"10.1021/acs.jpclett.3c01711","10.1007/s40843-022-2200-0"
"10.1021/acs.jpclett.3c01711","10.1016/j.mattod.2022.09.012"
"10.1021/acs.jpclett.3c01711","10.3389/fnins.2013.00186"
"10.1021/acs.jpclett.3c01711","10.1002/inf2.12198"
"10.1088/2634-4386/ac57cb","10.1002/adfm.202003085"
"10.1088/2634-4386/ac57cb","10.1021/nl904092h"
"10.1088/2634-4386/ac57cb","10.1021/acs.nanolett.9b00180"
"10.1088/2634-4386/ac57cb","10.1016/j.isci.2020.101676"
"10.1088/2634-4386/ac57cb","10.1088/2053-1583/ab23ba"
"10.1088/2634-4386/ac57cb","10.1002/adfm.202004609"
"10.1088/2634-4386/ac57cb","10.1002/adfm.201901106"
"10.1039/d0tc01500h","10.1038/s41586-018-0180-5"
"10.1039/d0tc01500h","10.1002/adma.201604310"
"10.1039/d0tc01500h","10.1021/nl904092h"
"10.1039/d0tc01500h","10.1002/adma.201805454"
"10.1039/d0tc01500h","10.1021/acs.nanolett.9b00180"
"10.1039/d0tc01500h","10.1109/LED.2018.2852698"
"10.1039/d0tc01500h","10.1021/acsnano.7b05726"
"10.1039/d0tc01500h","10.1002/aelm.201600100"
"10.1039/d0tc01500h","10.1039/c8nr09918a"
"10.1039/d0tc01500h","10.1002/aelm.201700032"
"10.1039/d0tc01500h","10.1002/pssr.201900204"
"10.1039/d0tc01500h","10.1002/adma.201800195"
"10.1021/acsami.2c07825","10.1038/s41928-019-0331-1"
"10.1021/acsami.2c07825","10.1002/aisy.202000210"
"10.1021/acsami.2c07825","10.1039/c8nr07133k"
"10.1021/acsami.2c07825","10.1021/acs.nanolett.9b00180"
"10.1021/acsami.2c07825","10.1002/adfm.201801690"
"10.1021/acsami.2c07825","10.1038/s42254-020-0208-2"
"10.1021/acsami.2c07825","10.1021/acsnano.1c04654"
"10.1021/acsami.2c07825","10.1021/acsami.9b23595"
"10.1021/acsami.2c07825","10.1021/acsami.0c00635"
"10.1109/ICRC2020.2020.00012","10.1515/nanoph-2016-0139"
"10.1109/ICRC2020.2020.00012","10.1038/s41928-019-0360-9"
"10.1109/ICRC2020.2020.00012","10.1002/admt.201800589"
"10.1002/aelm.202101139","10.1002/adma.202004659"
"10.1002/aelm.202101139","10.1038/s41467-021-23744-2"
"10.1002/aelm.202101139","10.1002/aisy.202000119"
"10.1002/aelm.202101139","10.1109/LED.2019.2904752"
"10.1002/aelm.202101139","10.1002/aelm.202100432"
"10.1002/adma.201402696","10.1039/c3nr01176c"
"10.1002/adma.201402696","10.3389/fnins.2013.00186"
"10.1117/12.2587668","10.1109/JLT.2020.3038890"
"10.1038/s41598-020-57892-0","10.1016/j.physc.2007.02.043"
"10.3389/fnano.2022.1092820","10.3389/fnano.2022.1092820"
"10.3389/frcmn.2021.820248","10.1109/ACCESS.2020.2985839"
"10.1002/adfm.202107131","10.1021/nl904092h"
"10.1002/adfm.202107131","10.1063/5.0024668"
"10.1016/j.ssi.2021.115746","10.1007/s10853-018-2134-6"
"10.1016/j.ssi.2021.115746","10.1039/c6nr00476h"
"10.1016/j.ssi.2021.115746","10.1002/adma.201203680"
"10.1016/j.apsusc.2020.147107","10.1109/TNNLS.2013.2296777"
"10.1016/j.apsusc.2020.147107","10.1038/s41928-019-0270-x"
"10.1016/j.apsusc.2020.147107","10.1088/1361-6463/aaf784"
"10.1016/j.apsusc.2020.147107","10.1021/nl904092h"
"10.1016/j.apsusc.2020.147107","10.1109/LED.2016.2622716"
"10.1016/j.apsusc.2020.147107","10.1002/adma.201902761"
"10.1016/j.apsusc.2020.147107","10.1039/c6nr00476h"
"10.1016/j.apsusc.2020.147107","10.1063/1.5124915"
"10.1109/CICC.2019.8780185","10.1039/c3nr01176c"
"10.1109/CICC.2019.8780185","10.1021/nl904092h"
"10.1109/CICC.2019.8780185","10.1007/s10832-017-0103-0"
"10.1080/14686996.2023.2178815","10.1088/1361-6463/aade3f"
"10.1080/14686996.2023.2178815","10.1002/aelm.202101139"
"10.1002/aelm.202101260","10.1021/acs.nanolett.9b00180"
"10.1002/aelm.202101260","10.1039/c9nr08979a"
"10.1002/aelm.202101260","10.1002/adfm.201902374"
"10.1002/aelm.202101260","10.1021/acsami.9b22925"
"10.1002/aelm.202101260","10.1002/adma.201800195"
"10.1149/2.F10231IF","10.1109/JSSC.2020.3045369"
"10.1149/2.F10231IF","10.1038/s41565-020-0655-z"
"10.1149/2.F10231IF","10.1109/JPROC.2017.2761740"
"10.1109/TCSI.2021.3097282","10.1038/s41928-019-0270-x"
"10.1109/TCSI.2021.3097282","10.1109/TCAD.2020.3043731"
"10.1063/5.0138363","10.1109/TNN.2004.832719"
"10.1063/5.0138363","10.1016/j.cnsns.2022.106961"
"10.1063/5.0138363","10.1109/TCSI.2021.3121676"
"10.1063/5.0138363","10.1021/nl904092h"
"10.1063/5.0138363","10.1038/s41586-020-2735-5"
"10.1109/BDCAT56447.2022.00026","10.1038/s42254-020-0208-2"
"10.1109/BDCAT56447.2022.00026","10.1145/2601069"
"10.15541/jim20220767","10.1109/TNNLS.2013.2296777"
"10.15541/jim20220767","10.1021/nl904092h"
"10.15541/jim20220767","10.1021/acs.nanolett.9b00180"
"10.15541/jim20220767","10.1088/1674-1056/abc163"
"10.15541/jim20220767","10.1109/LED.2022.3149900"
"10.1109/TNANO.2022.3223183","10.1063/1.5120565"
"10.1109/TNANO.2022.3223183","10.1021/acs.nanolett.9b00180"
"10.1002/advs.202207229","10.1002/adfm.202113050"
"10.1002/advs.202207229","10.1002/adfm.201902374"
"10.1002/advs.202207229","10.1002/adfm.201704862"
"10.1002/advs.202207229","10.1039/d1na00152c"
"10.1109/IRPS48203.2023.10118214","10.1088/1674-4926/42/6/064101"
"10.1109/IRPS48203.2023.10118214","10.1038/s41467-022-30539-6"
"10.1109/IRPS48203.2023.10118214","10.1002/adma.201902761"
"10.1109/IRPS48203.2023.10118214","10.1109/LED.2017.2719161"
"10.1109/IRPS48203.2023.10118214","10.1109/edtm47692.2020.9117902"
"10.1109/TED.2022.3211478","10.1126/science.aaw5581"
"10.1109/TED.2022.3211478","10.1021/acs.nanolett.9b00180"
"10.1109/TED.2022.3211478","10.1016/j.nanoen.2021.106010"
"10.1109/TED.2022.3211478","10.1016/j.nanoen.2020.104930"
"10.1109/TED.2022.3211478","10.1002/adfm.201902374"
"10.1109/TED.2022.3211478","10.1002/adma.201902761"
"10.1109/TED.2022.3211478","10.1021/acsami.9b22925"
"10.26599/TST.2021.9010010","10.1109/ISCA.2016.13"
"10.26599/TST.2021.9010010","10.1109/ISCA.2016.12"
"10.26599/TST.2021.9010010","10.1038/s41586-020-03063-0"
"10.26599/TST.2021.9010010","10.1109/TNNLS.2013.2296777"
"10.26599/TST.2021.9010010","10.1109/TC.2012.50"
"10.26599/TST.2021.9010010","10.1016/S0893-6080(97)00011-7"
"10.26599/TST.2021.9010010","10.1038/s41586-020-2782-y"
"10.1002/adma.202300446","10.1021/acsami.9b21747"
"10.1002/adma.202300446","10.1088/2053-1583/ab23ba"
"10.1002/adma.202300446","10.1002/adfm.202101201"
"10.1002/adma.202300446","10.1038/s41565-019-0501-3"
"10.1021/acs.chemmater.0c03112","10.1021/nl904092h"
"10.1021/acs.chemmater.0c03112","10.1002/adfm.201901106"
"10.1021/acs.chemmater.0c03112","10.1002/adma.201203680"
"10.1021/acs.chemmater.0c03112","10.1109/TED.2011.2147791"
"10.1021/acsaelm.3c00444","10.1021/acsaelm.2c00272"
"10.1021/acsaelm.3c00444","10.1021/acsaelm.3c00288"
"10.1021/acsaelm.3c00444","10.1063/5.0013638"
"10.1109/itnec48623.2020.9085144","10.1109/TED.2011.2147791"
"10.3389/fnano.2023.1146852","10.1038/s41598-019-56991-x"
"10.3389/fnano.2023.1146852","10.1109/TED.2022.3159508"
"10.3389/fnano.2023.1146852","10.1038/s41928-019-0360-9"
"10.3389/fnano.2023.1146852","10.1002/adpr.202000212"
"10.3389/fnano.2023.1146852","10.1109/TNNLS.2013.2296777"
"10.3389/fnano.2023.1146852","10.1021/nl904092h"
"10.3389/fnano.2023.1146852","10.1002/aelm.202200563"
"10.3389/fnano.2023.1146852","10.1038/s42254-020-0208-2"
"10.3389/fnano.2023.1146852","10.1109/JETCAS.2016.2533298"
"10.3389/fnano.2023.1146852","10.1038/s43588-021-00184-y"
"10.3389/fnano.2023.1146852","10.1038/s41566-020-00754-y"
"10.3389/fnano.2023.1146852","10.1038/nature23011"
"10.3389/fnano.2023.1146852","10.1007/s11432-016-5565-1"
"10.1103/PhysRevB.103.195302","10.1039/c3nr01176c"
"10.1103/PhysRevB.103.195302","10.1021/nl904092h"
"10.1103/PhysRevB.103.195302","10.1007/s10832-017-0103-0"
"10.1103/PhysRevB.103.195302","10.1021/acs.nanolett.0c00435"
"10.1103/PhysRevB.103.195302","10.1063/5.0020014"
"10.1117/12.2606041","10.1109/JLT.2019.2949133"
"10.1117/12.2606041","10.1016/j.neunet.2020.05.024"
"10.1117/12.2606041","10.1038/s41566-020-00754-y"
"10.1117/12.2606041","10.1038/s41586-020-03063-0"
"10.1109/imw48823.2020.9108127","10.1109/imw.2019.8739720"
"10.1088/1361-6528/ac5cfe","10.1088/1361-6528/aba70f"
"10.1109/MNANO.2018.2844901","10.1021/nl904092h"
"10.1109/MNANO.2018.2844901","10.1109/TED.2011.2147791"
"10.1109/MNANO.2018.2844901","10.1021/nl904092h"
"10.1088/1361-6463/acbe0b","10.1002/aelm.201900008"
"10.1088/1361-6463/acbe0b","10.1002/adma.202205294"
"10.1088/1361-6463/acbe0b","10.1021/acsaelm.2c00495"
"10.1088/1361-6463/acbe0b","10.1002/adfm.201704862"
"10.1088/1361-6463/acbe0b","10.1002/smll.201901423"
"10.1162/netn_a_00128","10.1088/1741-2560/13/5/051001"
"10.1162/netn_a_00128","10.1038/nature23011"
"10.1117/1.AP.5.1.016004","10.1016/j.eng.2020.01.007"
"10.1117/1.AP.5.1.016004","10.1109/JSTQE.2022.3228318"
"10.1117/1.AP.5.1.016004","10.1038/s41928-019-0360-9"
"10.1117/1.AP.5.1.016004","10.1109/TPDS.2021.3104240"
"10.1117/1.AP.5.1.016004","10.1109/JLT.2022.3171831"
"10.1117/1.AP.5.1.016004","10.1109/JLT.2019.2949133"
"10.1117/1.AP.5.1.016004","10.1021/acsnano.1c04654"
"10.1117/1.AP.5.1.016004","10.1088/2634-4386/ac724d"
"10.1117/1.AP.5.1.016004","10.1109/JSTQE.2022.3219288"
"10.1016/j.mtadv.2023.100393","10.1002/adma.202003984"
"10.1016/j.mtadv.2023.100393","10.1080/14686996.2022.2152290"
"10.1016/j.mtadv.2023.100393","10.1002/adma.201800195"
"10.1002/adfm.202100069","10.1126/science.aaw5581"
"10.1002/adfm.202100069","10.1002/adma.201604310"
"10.1002/adfm.202100069","10.1002/sstr.202000029"
"10.1002/adfm.202100069","10.1021/acsnano.0c08921"
"10.1002/adfm.202100069","10.1039/c8nr07133k"
"10.1002/adfm.202100069","10.1016/j.mtnano.2019.100059"
"10.1002/adfm.202100069","10.1038/s41565-020-0655-z"
"10.1002/adfm.202100069","10.1002/advs.201903480"
"10.1002/adfm.202100069","10.1021/acsami.0c00635"
"10.1002/adfm.202100069","10.1002/smll.202000041"
"10.1002/adfm.202100069","10.1002/adma.201203680"
"10.1002/adfm.202100069","10.1007/s12274-021-3381-4"
"10.1002/adfm.202100069","10.1038/s41565-019-0501-3"
"10.1002/adfm.202100069","10.1002/adma.201800195"
"10.1021/acsami.2c03066","10.1126/science.aaw5581"
"10.1021/acsami.2c03066","10.1021/acs.nanolett.9b00180"
"10.1021/acsami.2c03066","10.1021/acsami.9b23595"
"10.1021/acsami.2c03066","10.1002/adfm.201901106"
"10.1021/acsami.2c03066","10.1002/adma.201800195"
"10.1088/2634-4386/ac5086","10.1002/adfm.202005443"
"10.1088/2634-4386/ac5086","10.1002/pssr.202000473"
"10.1088/2634-4386/ac5086","10.1515/nanoph-2019-0543"
"10.1088/2634-4386/ac5086","10.1126/science.aaw5581"
"10.1088/2634-4386/ac5086","10.1021/acsami.9b21747"
"10.1088/2634-4386/ac5086","10.1039/c8nr07133k"
"10.1088/2634-4386/ac5086","10.1021/nl904092h"
"10.1088/2634-4386/ac5086","10.1016/j.isci.2020.101676"
"10.1088/2634-4386/ac5086","10.1021/acs.chemmater.0c03112"
"10.1088/2634-4386/ac5086","10.1002/aelm.201901100"
"10.1088/2634-4386/ac5086","10.1088/2053-1583/ab23ba"
"10.1088/2634-4386/ac5086","10.1002/adfm.201902538"
"10.1088/2634-4386/ac5086","10.1002/adfm.202011083"
"10.1088/2634-4386/ac5086","10.1021/acsnano.7b05726"
"10.1088/2634-4386/ac5086","10.1002/aelm.201901107"
"10.1088/2634-4386/ac5086","10.1002/adfm.202004609"
"10.1088/2634-4386/ac5086","10.1002/adfm.201901106"
"10.1088/2634-4386/ac5086","10.1039/d0tc00316f"
"10.1088/2634-4386/ac5086","10.1002/smll.201901423"
"10.1088/2634-4386/ac5086","10.1109/TED.2011.2147791"
"10.1088/2634-4386/ac5086","10.1002/adma.201800195"
"10.1109/IPDPS54959.2023.00083","10.1002/adma.202204569"
"10.1088/1674-4926/42/1/013103","10.1021/acsami.9b10072"
"10.1088/1674-4926/42/1/013103","10.1002/aelm.201901408"
"10.1088/1674-4926/42/1/013103","10.1039/c8nr07133k"
"10.1088/1674-4926/42/1/013103","10.1021/nl904092h"
"10.1088/1674-4926/42/1/013103","10.1002/adma.201805454"
"10.1088/1674-4926/42/1/013103","10.1021/acs.nanolett.9b00180"
"10.1088/1674-4926/42/1/013103","10.1002/adma.201905764"
"10.1088/1674-4926/42/1/013103","10.1063/1.5122249"
"10.1088/1674-4926/42/1/013103","10.1088/1674-1056/ab7806"
"10.1088/1674-4926/42/1/013103","10.1002/adma.201800195"
"10.1109/JETCAS.2015.2405171","10.1021/nl904092h"
"10.1109/JETCAS.2015.2405171","10.1145/2627369.2627625"
"10.1021/acsaelm.2c00272","10.1021/acsaelm.1c01152"
"10.1021/acsaelm.2c00272","10.1002/adma.201902761"
"10.1021/acsaelm.2c00272","10.1063/5.0013638"
"10.1088/1674-1056/ab7806","10.1126/science.aaw5581"
"10.1088/1674-1056/ab7806","10.1002/adma.201604310"
"10.1088/1674-1056/ab7806","10.1021/nl904092h"
"10.1088/1674-1056/ab7806","10.1021/acs.nanolett.9b00180"
"10.1088/1674-1056/ab7806","10.1002/adma.201905764"
"10.1088/1674-1056/ab7806","10.1002/adma.201902761"
"10.1088/1674-1056/ab7806","10.1002/admt.201800589"
"10.1088/1674-1056/ab7806","10.1002/admt.201900037"
"10.1088/1674-1056/ab7806","10.1002/adma.201800195"
"10.1063/5.0072090","10.1038/s42256-019-0097-1"
"10.1063/5.0072090","10.1515/nanoph-2016-0139"
"10.1063/5.0072090","10.1002/adom.201400472"
"10.1063/5.0072090","10.1109/JSTQE.2018.2821843"
"10.1063/5.0072090","10.1063/1.5129762"
"10.1063/5.0072090","10.1038/s41566-020-00754-y"
"10.1063/5.0072090","10.1002/aisy.202000119"
"10.1063/5.0072090","10.1038/s41586-020-03063-0"
"10.1109/ISVLSI.2018.00091","10.1145/2744769.2744783"
"10.1016/j.isci.2018.06.010","10.1007/s11263-014-0788-3"
"10.1016/j.isci.2018.06.010","10.3389/fnins.2016.00508"
"10.1016/j.isci.2018.06.010","10.1109/TBCAS.2017.2759700"
"10.1016/j.isci.2018.06.010","10.1162/neco_a_01086"
"10.1002/admt.202100744","10.1016/j.apsusc.2020.147107"
"10.3390/mi14020235","10.11138/FNeur/2013.28.3.191"
"10.3390/mi14020235","10.1007/s40820-021-00618-2"
"10.3390/mi14020235","10.1002/admt.202100744"
"10.3390/mi14020235","10.1063/5.0081704"
"10.3390/mi14020235","10.1016/j.orgel.2022.106540"
"10.3390/mi14020235","10.1002/aisy.202000099"
"10.3390/mi14020235","10.1002/pssr.201900082"
"10.1088/1361-6641/ac41e4","10.1109/MDAT.2021.3051399"
"10.1088/1361-6641/ac41e4","10.1109/ISCA.2016.13"
"10.1088/1361-6641/ac41e4","10.1126/science.aaw5581"
"10.1088/1361-6641/ac41e4","10.1002/adma.201604310"
"10.1088/1361-6641/ac41e4","10.1039/c3nr01176c"
"10.1088/1361-6641/ac41e4","10.1021/nl904092h"
"10.1088/1361-6641/ac41e4","10.1038/s41586-020-2735-5"
"10.1088/1361-6641/ac41e4","10.1002/adom.201900766"
"10.1088/1361-6641/ac41e4","10.1109/ISCA.2016.12"
"10.1088/1361-6641/ac41e4","10.1038/nature23011"
"10.1088/1361-6641/ac41e4","10.1109/TED.2011.2147791"
"10.1088/1361-6641/ac41e4","10.1162/neco_a_01086"
"10.1039/d1nr00148e","10.1039/c9nr08979a"
"10.1039/d1nr00148e","10.1002/adfm.201801690"
"10.1039/d1nr00148e","10.1002/aelm.201901100"
"10.1039/d1nr00148e","10.1002/adfm.201804123"
"10.1039/d1nr00148e","10.1038/s41565-020-0655-z"
"10.1039/d1nr00148e","10.1021/acsami.9b02086"
"10.1039/d1nr00148e","10.1021/acsnano.7b05726"
"10.1039/d1nr00148e","10.1002/adma.201800195"
"10.1126/sciadv.abh0648","10.1002/adma.201902761"
"10.1002/adem.202200314","10.1007/s10853-018-2134-6"
"10.1002/adem.202200314","10.1126/sciadv.abh0648"
"10.1002/adem.202200314","10.1186/s11671-019-2933-y"
"10.1002/adem.202200314","10.1038/s41427-019-0118-x"
"10.1126/sciadv.adi5104","10.1002/adma.202204844"
"10.1126/sciadv.adi5104","10.1126/science.aaw5581"
"10.1126/sciadv.adi5104","10.1002/adma.201604310"
"10.1126/sciadv.adi5104","10.1021/acsnano.0c08921"
"10.1126/sciadv.adi5104","10.1016/j.mtnano.2019.100059"
"10.1126/sciadv.adi5104","10.1038/s41565-020-0655-z"
"10.1126/sciadv.adi5104","10.1093/nsr/nwaa172"
"10.1126/sciadv.adi5104","10.1021/acs.nanolett.3c00899"
"10.1126/sciadv.adi5104","10.1002/adfm.202100069"
"10.1126/sciadv.adi5104","10.1080/14686996.2023.2196240"
"10.1126/sciadv.adi5104","10.1007/s12274-021-3381-4"
"10.1126/sciadv.adi5104","10.1038/s41565-019-0501-3"
"10.23919/sispad49475.2020.9241635","10.1109/WMED49473.2021.9425210"
"10.23919/sispad49475.2020.9241635","10.1002/adma.201203680"
"10.1016/j.mattod.2023.08.002","10.1063/5.0067352"
"10.1016/j.mattod.2023.08.002","10.1002/adfm.202005443"
"10.1016/j.mattod.2023.08.002","10.1002/adma.202004659"
"10.1016/j.mattod.2023.08.002","10.1063/1.5047800"
"10.1016/j.mattod.2023.08.002","10.1038/s41928-019-0360-9"
"10.1016/j.mattod.2023.08.002","10.1021/acsami.0c14325"
"10.1016/j.mattod.2023.08.002","10.1109/MNANO.2018.2844901"
"10.1016/j.mattod.2023.08.002","10.1016/j.mtnano.2019.100059"
"10.1016/j.mattod.2023.08.002","10.1021/nl904092h"
"10.1016/j.mattod.2023.08.002","10.1002/aisy.202200281"
"10.1016/j.mattod.2023.08.002","10.1016/j.isci.2020.101889"
"10.1016/j.mattod.2023.08.002","10.1038/s41578-022-00434-z"
"10.1016/j.mattod.2023.08.002","10.1038/s41586-020-2735-5"
"10.1016/j.mattod.2023.08.002","10.1002/aisy.202100017"
"10.1016/j.mattod.2023.08.002","10.1002/adfm.201905060"
"10.1016/j.mattod.2023.08.002","10.1002/adfm.202208320"
"10.1016/j.mattod.2023.08.002","10.1002/adfm.202113050"
"10.1016/j.mattod.2023.08.002","10.1038/s42254-020-0208-2"
"10.1016/j.mattod.2023.08.002","10.1002/adfm.202107131"
"10.1016/j.mattod.2023.08.002","10.1021/acsami.2c03066"
"10.1016/j.mattod.2023.08.002","10.1016/j.mtphys.2021.100393"
"10.1016/j.mattod.2023.08.002","10.1002/adfm.202011083"
"10.1016/j.mattod.2023.08.002","10.1002/adma.201902761"
"10.1016/j.mattod.2023.08.002","10.1002/admt.201800589"
"10.1016/j.mattod.2023.08.002","10.1002/adfm.201901106"
"10.1016/j.mattod.2023.08.002","10.1002/aisy.202000055"
"10.1016/j.mattod.2023.08.002","10.1088/1361-6641/ac41e4"
"10.1016/j.mattod.2023.08.002","10.1016/j.mattod.2022.09.012"
"10.1016/j.mattod.2023.08.002","10.1109/TED.2011.2147791"
"10.1016/j.mattod.2023.08.002","10.1063/1.5124915"
"10.1109/elnano.2019.8783266","10.1109/TNN.2004.832719"
"10.1109/elnano.2019.8783266","10.1038/nature23011"
"10.1002/aelm.201500125","10.1021/nl904092h"
"10.1002/aelm.201500125","10.1002/adma.201203680"
"10.1002/aelm.201500125","10.1002/adfm.201200244"
"10.1142/S0218127423500761","10.1038/nature23011"
"10.1021/acsami.2c21688","10.1016/S0893-6080(97)00011-7"
"10.1021/acsami.2c21688","10.1038/s41928-019-0270-x"
"10.1021/acsami.2c21688","10.1021/nn501824r"
"10.1021/acsami.2c21688","10.1021/nl904092h"
"10.1021/acsami.2c21688","10.1109/TED.2011.2147791"
"10.1021/acs.nanolett.2c02409","10.1142/S0129065709002002"
"10.1021/acs.nanolett.2c02409","10.1038/s41928-019-0360-9"
"10.1021/acs.nanolett.2c02409","10.1021/nl904092h"
"10.1021/acs.nanolett.2c02409","10.1088/1361-6528/aa7af5"
"10.1021/acs.nanolett.2c02409","10.1002/adfm.202107870"
"10.1021/acs.nanolett.2c02409","10.1016/S0893-6080(97)00011-7"
"10.1021/acs.nanolett.2c02409","10.1038/nature23011"
"10.1021/acs.nanolett.2c02409","10.1002/adma.202103672"
"10.3390/mi13030453","10.1109/LED.2019.2950202"
"10.3390/mi13030453","10.1126/science.aaw5581"
"10.3390/mi13030453","10.1002/adma.201604310"
"10.3390/mi13030453","10.1002/aelm.202100185"
"10.3390/mi13030453","10.1109/LED.2020.3019938"
"10.3390/mi13030453","10.1109/LED.2017.2719161"
"10.3390/mi13030453","10.1063/1.5124027"
"10.3389/fphy.2022.1019881","10.1088/1361-6528/aa7af5"
"10.3389/fphy.2022.1019881","10.1039/d0na00009d"
"10.3389/fphy.2022.1019881","10.1063/5.0048672"
"10.1109/LED.2018.2809784","10.1021/nl904092h"
"10.1109/LED.2018.2809784","10.1007/s11432-016-5565-1"
"10.3390/mi10090558","10.1002/adma.201800195"
"10.1109/dtis.2019.8734967","10.1109/TCSII.2019.2908077"
"10.1109/dtis.2019.8734967","10.1109/JETCAS.2018.2813389"
"10.1109/dtis.2019.8734967","10.1038/nature23011"
"10.1038/s41578-022-00434-z","10.1063/1.5143659"
"10.1038/s41578-022-00434-z","10.1002/adma.202004659"
"10.1038/s41578-022-00434-z","10.1063/1.5047800"
"10.1038/s41578-022-00434-z","10.1515/nanoph-2019-0543"
"10.1038/s41578-022-00434-z","10.1126/science.aaw5581"
"10.1038/s41578-022-00434-z","10.1186/s43074-020-0001-6"
"10.1038/s41578-022-00434-z","10.1063/1.5120565"
"10.1038/s41578-022-00434-z","10.1002/aisy.202000210"
"10.1038/s41578-022-00434-z","10.1007/s10853-018-2134-6"
"10.1038/s41578-022-00434-z","10.1088/1361-6463/aaf784"
"10.1038/s41578-022-00434-z","10.1109/TNN.2004.832719"
"10.1038/s41578-022-00434-z","10.1016/j.bica.2016.11.002"
"10.1038/s41578-022-00434-z","10.1038/s41586-020-2735-5"
"10.1038/s41578-022-00434-z","10.1088/1361-6463/aade3f"
"10.1038/s41578-022-00434-z","10.1002/adma.202003984"
"10.1038/s41578-022-00434-z","10.3389/fnano.2021.675792"
"10.1038/s41578-022-00434-z","10.1002/adom.201900766"
"10.1038/s41578-022-00434-z","10.1038/s41565-020-0647-z"
"10.1038/s41578-022-00434-z","10.1088/1674-4926/42/1/013101"
"10.1038/s41578-022-00434-z","10.1038/nature23011"
"10.1038/s41578-022-00434-z","10.1002/admt.201800589"
"10.1038/s41578-022-00434-z","10.1002/aelm.201901107"
"10.1038/s41578-022-00434-z","10.1063/1.5124027"
"10.1038/s41578-022-00434-z","10.1002/adma.201800195"
"10.1109/JSTQE.2022.3219288","10.1103/PhysRevX.9.021032"
"10.1109/JSTQE.2022.3219288","10.1109/JLT.2022.3171831"
"10.1109/JSTQE.2022.3219288","10.1109/JLT.2019.2949133"
"10.1109/JSTQE.2022.3219288","10.1038/s41566-020-00754-y"
"10.1109/JSTQE.2022.3219288","10.1038/s41586-020-03063-0"
"10.1038/s41598-020-62642-3","10.1016/j.vlsi.2017.11.001"
"10.1038/s41598-020-62642-3","10.1145/2744769.2744795"
