"paper_id","category","year","keywords","cited_by"
"10.1109/JIOT.2022.3162322","EdgeML",2022,"asynchronous training learning attention widespread collaboratively massive computational distribution identically","0"
"10.23919/cnsm50824.2020.9269105","EdgeML",2020,"federated models techniques server data applications sharing devices solution model","0"
"10.1109/agro-geoinformatics.2019.8820424","EdgeML",2019,"existing experiments environments important present utilization connection enable availability presented","0"
"10.1109/ICHI54592.2022.00047","EdgeML",2022,"solution inference constrained proposed solutions techniques resource devices microcontroller related","0"
"10.1109/SEC50012.2020.00068","EdgeML",2020,"computing learning devices quantization systems applications networks computation compared inference","1"
"10.1145/3492323.3495613","EdgeML",2021,"assignments combination intrusions detecting network variants processing capacity allocated results","0"
"10.1109/ICDE51399.2021.00051","EdgeML",2021,"probability abstraction efficiently framework networks representation applications mining successfully learning","0"
"10.1016/j.jpdc.2022.04.021","EdgeML",2022,"industrial data performance approach increasingly manufacturing insufficient individual directly benefit","1"
"10.1080/10106049.2019.1704070","EdgeML",2022,"species learning classification models discriminate combined distribution vegetation understanding knowledge","0"
"10.1287/ijoc.2022.0188","EdgeML",2023,"optimization classification approach learning instances extension solutions integer process advance","0"
"10.1109/TVT.2022.3144654","EdgeML",2022,"learning computing applications processing involving devices increasing typical environmental monitoring","1"
"10.1109/MNET.001.2200200","EdgeML",2022,"computations computation existing aggregation requirements technologies innovative knowledge intelligence mainly","0"
"10.1109/TC.2022.3169436","EdgeML",2023,"learning preserving simultaneously maintaining devices servers decentralized localized considers introducing","0"
"10.1109/IPDPSW55747.2022.00160","EdgeML",2022,"applications challenges application reliability learning improved computational standing bottleneck widespread","0"
"10.1109/PMBS49563.2019.00017","EdgeML",2019,"analysis systems learning computing accelerated performance including processing vision natural","0"
"10.1109/ICNC57223.2023.10074543","EdgeML",2023,"information data assessment distributed critical utility quality learning prediction heterogeneous","0"
"10.1016/j.matpr.2021.12.349","EdgeML",2022,"current estimations effective interface protection physical contraption independent preparing machines","0"
"10.3390/s21237774","EdgeML",2021,"imputation values computing developments environments monitoring actuation unprocessed solutions unsustainable","0"
"10.1109/MVT.2023.3297793","EdgeML",2023,"computing transportation considerable establish technologies implement federated locally centrally development","0"
"10.1109/DASC/PiCom/CBDCom/CyberSciTech.2019.00064","EdgeML",2019,"network segmentation detection learning continuous combination insufficient expansion resources attention","0"
"10.1109/JIOT.2021.3102945","EdgeML",2022,"computing inference selection aes resources learning performance algorithm intelligence devices","0"
"10.1109/FPL53798.2021.00012","EdgeML",2021,"overlay performance standard variable presents analysis precision customized processor design","0"
"10.1080/01426397.2023.2241390","EdgeML",2023,"management framework landscape evaluation characteristics distinctive activity expansion typical proposing","0"
"10.1117/12.2551826","EdgeML",2020,"lithography relationships resolution application production semiconductor volume devices numerical aperture","0"
"10.1016/j.softx.2023.101459","EdgeML",2023,"resources limited introduce source define components dependencies efficient implements external","0"
"10.1007/s10586-019-02971-9","EdgeML",2020,"classification computing performance consumption increasingly processing systems viable infrastructures addition","2"
"10.1007/s12530-021-09379-0","EdgeML",2022,"processing mediator advances requested allocations additional presence computing infrastructure ec","0"
"10.1080/17439760.2023.2190925","EdgeML",2023,"development positive construct experience transcendence critical socioemotional indebtedness largely remains","0"
"10.3390/s21041064","EdgeML",2021,"model quantisation optimised processing monitoring dimensional considered location unsuitable constrained","3"
"10.1109/ICAMechS54019.2021.9661524","EdgeML",2021,"compression suitable regression learning extreme algorithm important networks areas research","0"
"10.1038/s41699-018-0084-0","EdgeML",2019,"optical substrates exfoliated feature complementing recognition techniques enable intelligence identification","0"
"10.1109/TETC.2021.3054761","EdgeML",2022,"approach processing different applications participatory preventive transforming monitoring computing preserving","0"
"10.1016/j.ymssp.2019.04.050","EdgeML",2019,"connections structures approach waveforms identical complex characterize framework characterizes autoencoders","0"
"10.3390/s23031595","EdgeML",2023,"computational connected limited consumption optimization transformation computing shifting significant virtually","0"
"10.1145/3528227.3528565","EdgeML",2022,"processes development technologies systems generation incorporate devices constrained ensuring complications","0"
"10.1007/s00607-022-01117-x","EdgeML",2022,"representations training partitioned dataset feature systems generated mechanism preserving utilizing","0"
"10.1007/978-981-19-2821-5_14","EdgeML",2023,"learning process enterprises proposed automate analyzing concept intelligent applications system","0"
"10.1109/EEEIC/ICPSEurope51590.2021.9584756","EdgeML",2021,"effectively optimization management architecture predictions different transmission integrated emissions electrical","0"
"10.1109/MASS.2017.91","EdgeML",2017,"computation constraints solution offloading distance networks researchers frameworks developed computationally","3"
"10.1109/IALP.2013.59","EdgeML",2013,"work resolution pronominal language learning describe crfs identifying referent","0"
"10.1002/eng2.12666","EdgeML",2023,"explainable model learning understanding detection algorithms diagnosis breast treatment enhance","0"
"10.1109/TMC.2020.3045436","EdgeML",2022,"approximation computing system training throughput practical locally generated processed network","1"
"10.21786/bbrc/13.14/72","EdgeML",2020,"people learning literature leading disability cause depression physical affects health","0"
"10.3390/fi14120363","EdgeML",2022,"environments frameworks emergence created modern algorithms consumption particular reduction increased","0"
"10.3390/jmmp6030058","EdgeML",2022,"conditions residual compressive stresses cutting requiring applications reliability considered material","0"
"10.1109/TII.2021.3056076","EdgeML",2021,"environment industrial monitoring computing operating different controlling manufacturing exponential automated","1"
"10.1016/j.energy.2021.122185","EdgeML",2022,"prediction estimation collaboration management integration evaluation degradation information integrates model","0"
"10.3390/electronics11193204","EdgeML",2022,"learning applications framework implemented advancements breakthroughs proliferate architectures recognition industrial","0"
"10.3233/JIFS-189211","EdgeML",2021,"translation recognition features brightness research processing present knowledge information particular","0"
"10.1109/TVT.2021.3129098","EdgeML",2022,"computation computing collaborative server offload considering consumption resources willing complicated","0"
"10.1109/JSTSP.2022.3223759","EdgeML",2023,"training network networks development technologies cellular learning g components wireless","0"
"10.1038/s41928-020-00523-3","EdgeML",2021,"approaches variability locally technologies systems intelligent create typically particularly resistive","7"
"10.1109/GLOBECOM48099.2022.10000757","EdgeML",2022,"classifier adversarial expanding potential learning services comparable anticipatory multi present","0"
"10.1016/j.envpol.2022.120081","EdgeML",2022,"prediction water metals human soil bodies separation detection necessity develop","0"
"10.1109/ITC-CSCC55581.2022.9895023","EdgeML",2022,"incremental performance extraction complex manufacturing information enable existing fixated approaches","0"
"10.1016/j.tcrr.2023.03.001","EdgeML",2022,"cutting hazards learning multi contributors overuse extremes resources climate significant","0"
"10.1109/SEC54971.2022.00048","EdgeML",2022,"inference platforms computing existing optimizations increasingly workload constrained consider practical","0"
"10.56042/jsir.v82i1.69928","EdgeML",2023,"detection model production consumption computing manufacturing challenging control essential defects","0"
"10.1016/j.iot.2023.100816","EdgeML",2023,"performance classification representations proposed computing recognition progressively advanced context approaches","0"
"10.14778/3415478.3415539","EdgeML",2020,"learning data systems emerging tools powerful dependency industrial challenging inherent","2"
"10.1109/southeastcon42311.2019.9020639","EdgeML",2019,"computing applications systems existing advances learning making scalable intelligence cognitive","0"
"10.1109/TVLSI.2019.2946128","EdgeML",2020,"applications artificial technologies availability intelligence individual personal devices inherent data","0"
"10.26599/TST.2021.9010051","EdgeML",2022,"significant correlation clustering similarity based different applications mining fields introduced","0"
"10.3390/electronics11193007","EdgeML",2022,"detection computing environment processing environments selection intrusions optimization characteristics paradigm","0"
"10.1109/IISWC55918.2022.00020","EdgeML",2022,"training learning variance convergence efficiency solution federated emerged approach devices","0"
"10.3390/rs12071176","EdgeML",2020,"spectral potential regression status water monitoring approach scale frequency based","0"
"10.1109/BigData52589.2021.9672040","EdgeML",2021,"prediction scientific embedding discovery network accelerate occurrence concepts indicate learning","0"
"10.3390/bioengineering10010026","EdgeML",2023,"discriminate models escherichia aureus coli elevation visually microorganisms different supporting","0"
"10.1109/MASS52906.2021.00074","EdgeML",2021,"protection compensation combined proposed system perception mcs diminishing results ec","0"
"10.1109/sieds.2019.8735619","EdgeML",2019,"learning techniques methods applicability applications science medical vision particular improved","0"
"10.1109/TWC.2019.2961673","EdgeML",2020,"computing computation limited aggregation locally selection applications requirements emerging inapplicable","21"
"10.1109/JIOT.2019.2948396","EdgeML",2020,"detection networks fundamental requirement industry process focusing techniques applying utilization","0"
"10.1016/j.rse.2022.113044","EdgeML",2022,"extraction development globally present performance understanding underpins change time data","0"
"10.3389/fbioe.2020.00897","EdgeML",2020,"learning recognition circulating identify patients testing training cells sensitivity specificity","0"
"10.1109/IEMTRONICS52119.2021.9422544","EdgeML",2021,"learning prediction framework consumption management systems building data presented budgeting","0"
"10.1109/EDGE60047.2023.00059","EdgeML",2023,"processing detection augmented introduces architecture environment mounted display network uses","0"
"10.1145/3456630","EdgeML",2021,"processing devices data applications activities research present interactions environment numerous","0"
"10.1109/BigData50022.2020.9378033","EdgeML",2020,"practical applications increasingly representative balance concern compute capabilities connectivity presents","0"
"10.1155/2022/8065767","EdgeML",2022,"computing increasing intelligent traditional consumption migration management reinforcement implementation concepts","0"
"10.1109/TPAMI.2021.3108771","EdgeML",2022,"estimation parsing detection main tasks related semantic characteristics complementary present","0"
"10.1109/JSAC.2022.3214277","EdgeML",2022,"existing evaluation environmental estimation effective requirement epidemiological solution analysis shielding","0"
"10.1007/s10489-023-04540-5","EdgeML",2023,"segmentation learning multicomponent attention supplementary considered widely medical acquiring difficulty","0"
"10.1109/JSAC.2020.3036953","EdgeML",2021,"distributed computing enable provisioning systems distilling applications providing location resources","0"
"10.1109/ACCESS.2022.3204703","EdgeML",2022,"classification inference monitoring model detection availability requirements convolutional classifier cardiovascular","0"
"10.1109/CANDARW57323.2022.00084","EdgeML",2022,"learning communication federated different consideration security distributed method function deepening","0"
"10.1016/j.jbi.2020.103627","EdgeML",2021,"approaches techniques complexity application attractive rising conventional considerable information effective","0"
"10.1007/s11042-023-16814-8","EdgeML",2023,"importance framework complex result identifying understanding integration feature crucial computations","0"
"10.1007/s12652-020-02574-y","EdgeML",2022,"monitoring detection network convolutional intelligent method reduced rate computing management","0"
"10.1007/978-3-030-95384-3_30","EdgeML",2022,"computing applications consumption complex completion overall popularization diversified technology terminal","0"
"10.1109/naps46351.2019.9000379","EdgeML",2019,"cascading learning failures transmission modeling notable progress massive large simulator","0"
"10.13053/CyS-21-4-2849","EdgeML",2017,"representations classification architecture statistical representation complex especially present continuous framework","0"
"10.1109/BigData52589.2021.9671760","EdgeML",2021,"solution complex additional information present applications recognition segmented including objects","0"
"10.1016/j.comnet.2022.109376","EdgeML",2022,"protection computing learning respectively decreases technology areas core efficiency requires","0"
"10.1115/1.4052171","EdgeML",2022,"characteristics computational dimensional dynamic effect estimating leading coefficients reliability distributions","0"
"10.1109/ACCESS.2020.2981434","EdgeML",2020,"computing offloading reinforcement computation constraints application intensive effective systems physical","2"
"10.1002/cctc.201900595","EdgeML",2019,"computational materials intelligence science artificial revolutionized economics development scientific mining","0"
"10.1109/ICAI55435.2022.9773489","EdgeML",2022,"classification model significantly detrimental considered entire rapidly considering unceasing country","0"
"10.1109/ACCESS.2020.3042699","EdgeML",2020,"systems computing detection critical specific countries having monitoring oriented surveillance","0"
"10.1186/s13677-021-00259-1","EdgeML",2021,"computing control existing reinforcement transmission perception current requirements challenges response","0"
"10.1109/TVT.2022.3141799","EdgeML",2022,"computing network computation effective communication development emergence intensive activities capabilities","1"
"10.1145/3184558.3191639","EdgeML",2018,"typically represent form knowledge reflecting entities intervals relationship temporal","0"
"10.1007/978-3-030-36178-5_74","EdgeML",2020,"learning performance different data compared parameters number identification intensively detection","0"
"10.1109/NEWCAS52662.2022.9842203","EdgeML",2022,"tracking based specific system state effective neurological essential monitoring treatment","0"
"10.1109/MNET.011.2000064","EdgeML",2020,"framework server signals learning subject communication technologies generation advanced sectors","0"
"10.1016/j.iot.2022.100599","EdgeML",2022,"networks pruning applications network devices inference efficient resource specialized target","0"
"10.1145/3430984.3431055","EdgeML",2021,"server inference techniques large models widely generation exponential devices scale","0"
"10.1109/MNET.011.2000371","EdgeML",2021,"introducing connected concept intelligence simplicity techniques reasoning solution technological applications","0"
"10.1109/EDGE.2018.00013","EdgeML",2018,"performance techniques devices transfer transferring architectures computing applications recognition artificial","4"
"10.1177/00219983221111527","EdgeML",2022,"correction determine composite tolerance strength distance methodology learning required materials","0"
"10.3390/jlpea12020033","EdgeML",2022,"applications computing current alleviating significantly processes potentially enabling particularly enable","0"
"10.3390/cells10092300","EdgeML",2021,"techniques access learning spectroscopy comprehension scientific collected fields human especially","0"
"10.1109/TVT.2022.3179413","EdgeML",2022,"contents caching individual communication access data wireless content proposed methods","0"
"10.1109/icaee48663.2019.8975480","EdgeML",2019,"classifier parameters optimized accuracy achieved bioinformatics prediction generated management knowledge","0"
"10.1109/MWC.001.2000252","EdgeML",2021,"training importance scheduling schemes processing increasing intelligence federated network limited","1"
"10.1109/ACCESS.2021.3069625","EdgeML",2021,"learning rehabilitation computing reduction methods method conventional compared especially applications","0"
"10.1109/JIOT.2020.3026211","EdgeML",2021,"detection approach methodology distributed processing centralized solutions implementation continuous processes","0"
"10.1109/eScience55777.2022.00016","EdgeML",2022,"endpoints distributed enables environment technique learning data individual allowing parameters","0"
"10.1109/BMSB53066.2021.9547151","EdgeML",2021,"determination techniques learning determining addresses networks subgroups currently uniquely falls","0"
"10.1016/j.future.2018.06.042","EdgeML",2019,"systems components processes techniques learning computing physical promising paradigm computation","3"
"10.1117/1.JEI.24.1.013039","EdgeML",2015,"learning existing methods results method regularization model aspects improved time","0"
"10.1109/ICIN51074.2021.9385525","EdgeML",2021,"abstracting infrastructure applications approach exceedingly approaches exponential requirements resources actionable","0"
"10.1109/JSAC.2023.3242700","EdgeML",2023,"learning data efficient centralized efficiently processing applications connection maintain computation","0"
"10.3390/s21227509","EdgeML",2021,"concept learning present approach continuum advancements adoption addresses approaches combining","0"
"10.3390/s20144006","EdgeML",2020,"multilayer substrates electrochemical contaminants environmental background indicate current electrodes lower","0"
"10.4018/IJITSA.318457","EdgeML",2023,"transmission simulation mechanical traditional society human modes continuous effective","0"
"10.1093/jmicro/dfz109","EdgeML",2020,"functions interpretation approaches structure properties prediction characterization materials development indispensable","1"
"10.1109/TII.2021.3116037","EdgeML",2022,"transmission centralized management traditional widespread concern characteristics computing outstanding difficulties","0"
"10.1109/ICCWORKSHOPS53468.2022.9814620","EdgeML",2022,"computing traditional environment detection application environments technology widely deployed incomparable","0"
"10.1016/j.future.2023.07.035","EdgeML",2024,"proposed optimization placement allocation association technological advancements systems increased resulted","0"
"10.1049/el.2016.4438","EdgeML",2017,"proposed segmentation features classifier method scale associated clinical computed difficulties","0"
"10.1145/3424222","EdgeML",2021,"pollution investigation respiratory caused polluted affecting disease worldwide infectious covid-19","0"
"10.1109/TVT.2020.3027306","EdgeML",2020,"learning attributes distributed technique model large centralized traditional parameters process","0"
"10.1109/TWC.2022.3198881","EdgeML",2023,"communication optimization limitations constraints centralized transmission presents intensive communicating parameters","0"
"10.3390/electronics12010112","EdgeML",2023,"communication traditional cooperation framework proposed distributed enables learning model data","0"
"10.1109/TSE.2021.3135465","EdgeML",2022,"models training datasets effective provides starting practitioners associated medium samples","0"
"10.1016/j.biosystemseng.2018.09.018","EdgeML",2018,"measurements inversion performance qualities stresses agricultural utilised products increases light","1"
"10.5220/0010894500003118","EdgeML",2021,"problem floating environmental protection living waters worldwide waste particular plastic","0"
"10.1109/percomw.2019.8730706","EdgeML",2019,"solution control congestion provide learning servers increasing worsening governments major","0"
"10.1109/SEC54971.2022.00078","EdgeML",2022,"computation computing network individual resources training model capabilities relatively computers","0"
"10.1016/j.irfa.2023.102534","EdgeML",2023,"diversity exploiting distinctive corporate culture demonstrate strengthens considerably greater consequently","0"
"10.1016/j.procs.2019.08.039","EdgeML",2019,"industrial existing communication increasing connection availability research distribution experiments introduction","0"
"10.1016/j.engappai.2020.104062","EdgeML",2021,"feature learning classification function multi network furthermore applicability attention problems","0"
"10.1155/2021/8868355","EdgeML",2021,"computing surrounding environment networks applications systems efficient solutions learning modeling","0"
"10.1109/ICC45855.2022.9838935","EdgeML",2022,"computing virtualization processing combination services functions applications availability resource network","0"
"10.1089/cmb.2017.0247","EdgeML",2018,"interventions experiments structure quantitative transduction methods context signaling rewiring provide","0"
"10.1109/JIOT.2020.3007869","EdgeML",2020,"communications computing caching processing development provides opportunities fields challenges communication","1"
"10.1007/s00339-023-06629-7","EdgeML",2023,"developed simulations dynamics molecular power orientation considering fracture strength operating","0"
"10.3390/jsan10010017","EdgeML",2021,"performance learning compute communication increasingly ability communicate efficiency process computation","2"
"10.1155/2022/3041811","EdgeML",2022,"learning data models result network model furthermore classification imaging resonance","0"
"10.1109/ICPADS56603.2022.00095","EdgeML",2022,"communication traditional federated efficient specifically cooperatively computing approaches disseminates information","0"
"10.1117/12.2618394","EdgeML",2022,"processing detection capability context reasoning increasing automating enable greater probability","0"
"10.1016/j.comcom.2020.12.007","EdgeML",2021,"optimization efficiency computing technologies process system detection imbalanced data validation","0"
"10.1109/TDSC.2021.3126315","EdgeML",2022,"devices design inference techniques efficiency systems infrastructure providers prediction services","0"
"10.1109/SWC50871.2021.00022","EdgeML",2021,"devices optimization techniques computing power algorithms advantages protecting network characteristics","0"
"10.1016/j.jmarsys.2020.103347","EdgeML",2020,"approaches predictive observations models computational demonstrated potential facilitate developed regression","0"
"10.1109/COINS54846.2022.9854970","EdgeML",2022,"activities functions recognition essential typical modalities combination methods learning purpose","0"
"10.1109/TNSM.2020.2980899","EdgeML",2020,"applications prediction computing dynamically solutions routing locally interest processed statistical","1"
"10.1007/978-3-319-56970-3_9","EdgeML",2017,"experiments interventions structure quantitative transduction proteomics context signaling rewiring provide","0"
"10.1109/JIOT.2020.2986803","EdgeML",2020,"caching current applications networks technology services adaptive optimization environments dynamic","6"
"10.1109/ICPS58381.2023.10128092","EdgeML",2023,"communication prediction reliability computing interaction networks field environments challenging requirements","0"
"10.1107/S1600577522006786","EdgeML",2022,"dimensional spectroscopy emission developed learning calculations spectrum designed convert","0"
"10.1007/978-3-030-45989-5_1","EdgeML",2020,"applications maintenance quality requirements recognition approaches operation systems environments beginning","0"
"10.1007/978-3-319-75928-9_57","EdgeML",2018,"monitoring learning proposed detector computer data server knowledge systems","0"
"10.1109/ICJECE.2022.3199227","EdgeML",2022,"activity individuals activities learning standardized limited incrementally especially functionality applications","0"
"10.6036/10671","EdgeML",2023,"manufacturing process processing industrial environments processed companies computing emergence certain","0"
"10.1145/3412382.3459211","EdgeML",2021,"systems learning sensing number recent devices years internet environment transform","0"
"10.3390/app12094653","EdgeML",2022,"training inference systems quantized learning concerns data forcing aligned generation","0"
"10.1109/iciteed.2019.8929952","EdgeML",2019,"financial techniques intentional obtaining significant deception losses personal major account","0"
"10.1016/j.measurement.2021.110622","EdgeML",2022,"methods condition based proposed dimensional automation monitoring machining important researched","0"
"10.1016/j.simpat.2020.102070","EdgeML",2020,"computing processing technologies interdisciplinary physical information learning artificial intelligence applications","0"
"10.1109/CogMI48466.2019.00035","EdgeML",2019,"inference selection compression compressed increasing limited network models constrained successfully","0"
"10.1007/978-3-031-11644-5_18","EdgeML",2022,"approach learning preserving education especially increasing distance recent effectiveness repositories","0"
"10.1109/IEEECloudSummit48914.2020.00031","EdgeML",2020,"computing current applications performance evolving ecosystem years edge implement solutions","0"
"10.1109/TWC.2022.3172147","EdgeML",2022,"performance centralized unreliable convergence allocation extensively systems leverage devices distributed","0"
"10.1145/3457388.3458666","EdgeML",2021,"prediction computing accuracy approaches methods increasingly artificial purposes challenges convolutional","1"
"10.1109/JIOT.2020.2986015","EdgeML",2020,"computing integration computation functions caching generated technology artificial intelligence fusion","3"
"10.1109/EDGE60047.2023.00053","EdgeML",2023,"services signalling detecting potential identification network computing generation leverage networks","0"
"10.1007/s00521-022-08176-3","EdgeML",2023,"prediction sediment hydrodynamic validation proposed overlying fluctuating particles natural transport","0"
"10.3390/electronics11030314","EdgeML",2022,"identically learning independent asynchronous computing applications development attention time promising","0"
"10.1049/el.2019.1719","EdgeML",2019,"generative computational generate complexity potential widespread consumer automatically efficient challenge","0"
"10.1007/s00500-022-07401-4","EdgeML",2022,"learning approaches improve development implemented technology artificial enhancement traction sectors","0"
"10.1007/s10723-023-09653-2","EdgeML",2023,"computing application distributed provides environment capabilities combination addition analysis","0"
"10.11999/JEIT211406","EdgeML",2022,"learning complex collaborative technologies usable protecting sharing capabilities processes processing","0"
"10.1109/fmec49853.2020.9144950","EdgeML",2020,"computing applications processing computational traditional strategies configurations computation communication increasing","0"
"10.1109/ICMLA52953.2021.00187","EdgeML",2021,"resources devices computing computational significantly training intelligent increasing wearable deployment","0"
"10.3390/s22093166","EdgeML",2022,"approach detection time behaviour testing systems dependent discover nature reactive","0"
"10.1109/MNET.111.2100329","EdgeML",2022,"significant federated practical systems distributed working learning potentially residing annotation","0"
"10.1109/ICAIIC51459.2021.9415262","EdgeML",2021,"network design integration computing detection system convolutional uses vector operation","0"
"10.3390/app11052177","EdgeML",2021,"application featured","0"
"10.1109/SEAA51224.2020.00015","EdgeML",2020,"framework alternatives computing companies consisting present selecting additional challenges large","0"
"10.1109/TBME.2020.2991754","EdgeML",2021,"segmentation quantification augmented framework detection processing objective dimensional fluorescence architecture","1"
"10.3390/app13137712","EdgeML",2023,"conditions treatment conventional extraction detection performance demonstrate learning valuable influence","0"
"10.1109/JIOT.2020.2983089","EdgeML",2020,"sharing computing transportation systems development particularly applications considered anticipated cities","1"
"10.1109/JIOT.2020.2987011","EdgeML",2020,"utilization computing processing additional providing efficient virtualization functions function distribution","0"
"10.1109/ACCESS.2022.3140807","EdgeML",2022,"techniques classification application compression quantization computation relevance successes vision resounding","0"
"10.1109/TCSS.2019.2960824","EdgeML",2020,"locations preservation statistical location different learning computing compute processing deliberately","0"
"10.1109/TBCAS.2021.3137290","EdgeML",2021,"classification interfaces control action enable performing microcontroller efficient solution locally","0"
"10.1109/JIOT.2022.3233024","EdgeML",2023,"aggregation verification computing participants protection framework supports learning collaborative sensitive","0"
"10.1162/dint_a_00145","EdgeML",2023,"segmentation cropland process identification agricultural techniques mapping boundaries regions different","0"
"10.1109/pimrc.2019.8904164","EdgeML",2019,"communication implementations typically learning training methods presence arising opportunities challenges","1"
"10.1016/j.heliyon.2023.e14325","EdgeML",2023,"discriminative heterogeneous disorder disease highly difficult fore reliable biomarkers needed","0"
"10.1109/ICPADS51040.2020.00083","EdgeML",2020,"caching proactive model applications imperative increasing contents characteristics including mobility","0"
"10.1109/COMPSAC54236.2022.00140","EdgeML",2022,"specific approach validation artificial engineering complex physical particular modeling methodology","0"
"10.1109/ICUAS54217.2022.9836129","EdgeML",2022,"management individual performance estimating production important improve usually growing field","0"
"10.1109/TIE.2021.3121748","EdgeML",2022,"graph dynamic static convolution ability extensive network relationship reflecting construct","0"
"10.3390/plants9030368","EdgeML",2020,"quality conditions hyperspectral performance locations influences content increase producing monitoring","0"
"10.1109/SMARTCOMP52413.2021.00062","EdgeML",2021,"detection training model process partitioning partitions significantly applications complex analysis","0"
"10.3390/su12145706","EdgeML",2020,"network processed resources reinforcement architecture interconnection information predictions knowledge computing","0"
"10.1016/j.comnet.2022.109490","EdgeML",2023,"partitioning computing implement system distributed networks federated approach existing limitation","0"
"10.1016/j.comnet.2022.109380","EdgeML",2022,"training constrained devices consumption resource computing heterogeneous distributed environments challenging","1"
"10.1109/HPSR54439.2022.9831247","EdgeML",2022,"computing network reinforcement continuous emergence communication improvement applications communications requirements","1"
"10.1109/globecom38437.2019.9013942","EdgeML",2019,"computing architecture efficiency proposed generated heterogeneous large networks collaboration processing","0"
"10.1134/S1054661820020029","EdgeML",2020,"approach pavement classify classification processing features presents enhanced extraction feature","0"
"10.1109/ICDCS51616.2021.00119","EdgeML",2021,"generate structural specific generative models stochastic learning applications development crucial","0"
"10.1109/COMPSAC51774.2021.00070","EdgeML",2021,"approaches aggregation prediction development increasing interests experience accelerating effective distributing","0"
"10.21437/Interspeech.2021-98","EdgeML",2021,"resolution scalable capable system directly constraints compute consumption setting related","0"
"10.1109/TC.2019.2949300","EdgeML",2020,"operating efficient implement proposed implemented development characteristics importance requirements techniques","1"
"10.1109/ACCESS.2020.2984539","EdgeML",2020,"detection proposes computing environment critical quality works issue acquisition system","0"
"10.1007/s10586-021-03401-5","EdgeML",2023,"detection computing resources network utilization learning technique model based advancements","0"
"10.1109/CSASE51777.2022.9759761","EdgeML",2022,"microcontrollers computers systems networks performance increasingly associated convolutional platforms learning","0"
"10.1016/j.nima.2022.166637","EdgeML",2022,"scintillation proposes method based detector characteristics operating amplitude related conditions","0"
"10.1007/978-3-030-86520-7_24","EdgeML",2021,"predicting prediction important learning network interactions simultaneously structure typically attributes","0"
"10.3390/electronics8111247","EdgeML",2019,"processing computing architecture data current development communications continues important increase","0"
"10.1186/s13244-021-01052-z","EdgeML",2021,"convolutional artificial intelligence learning forefront nowadays extraction capabilities applications drastically","0"
"10.1109/IWCMC55113.2022.9825083","EdgeML",2022,"considering continuous collecting monitoring analyzing multitude communication processing maintain efficient","0"
"10.22967/HCIS.2022.12.004","EdgeML",2022,"applications computing authentication validating especially electrocardiograms acceptability computational connection maintaining","0"
"10.15807/jorsj.50.219","EdgeML",2007,"potential methods classifier network classifiers supervised learning classifies nonlinear relationships","0"
"10.1109/TII.2019.2957130","EdgeML",2021,"framework participation coordinated solution provides technology computing form powers mobile","2"
"10.1109/DAC56929.2023.10247876","EdgeML",2023,"classification learning regeneration dimensionality capabilities emerging heterogeneous devices enables computing","0"
"10.1016/j.jksuci.2022.11.008","EdgeML",2023,"technologies detecting learning emergence communication contactless innovative predicting present transactions","0"
"10.1109/SIBGRAPI54419.2021.00053","EdgeML",2021,"segmentation characteristics descriptive processing structured method gradient representation learning transformation","0"
"10.1007/978-3-030-74251-5_13","EdgeML",2021,"learning centralized model data correlations improvements applications numerical monitoring structural","0"
"10.1016/j.commatsci.2021.110761","EdgeML",2021,"networks chemical encoding representation coordinates development procession vision natural language","0"
"10.1109/TNSE.2021.3083263","EdgeML",2022,"communication increases unnecessary concurrency avoiding learning sensitive sharing devices distributed","1"
"10.1109/TGRS.2019.2933588","EdgeML",2019,"preserving classification approaches consists fusing operations proposed filtering features performing","0"
"10.1002/cav.189","EdgeML",2007,"approach animations propose create new segmentation detection implemented precisely method","0"
"10.1109/ICOIN50884.2021.9334016","EdgeML",2021,"computing devices processes mechanisms model learning resources required processed complexity","0"
"10.1109/TMC.2021.3083154","EdgeML",2022,"synchronization resulting convergence cooperatively model learning distributed devices aggregation communication","0"
"10.1007/978-3-031-06788-4_7","EdgeML",2022,"computing iteration development application increased implementation artificial configurable intelligence processes","0"
"10.1109/MASS.2018.00044","EdgeML",2018,"computing recognition applications architecture computation communication sources servers design natural","6"
"10.1109/MEMEA54994.2022.9856420","EdgeML",2022,"assessment related function metabolic human disease body relation complex physiological","0"
"10.3390/jsan10010021","EdgeML",2021,"optimisation framework equipment configurations environmental performance presents communicating base configuration","0"
"10.1016/j.enconman.2021.114567","EdgeML",2021,"leading energy estimating technology predictive characteristics significantly erosion reduce particularly","0"
"10.1109/WCNC55385.2023.10118812","EdgeML",2023,"propagation representation model predicting proposes learning prediction developing advancements measurement","0"
"10.1109/ACCESS.2021.3112210","EdgeML",2021,"application specific different separation processing mobility networks applications scheduling servers","1"
"10.1109/JIOT.2020.2976702","EdgeML",2020,"microcontrollers parallel presents different experimental computing especially concept intelligence growing","12"
"10.3390/s22052049","EdgeML",2022,"applications processing environment related sensing crucial communication ability necessity vision","0"
"10.1080/23080477.2019.1578921","EdgeML",2019,"data approaches failure time model based technologies management sophisticated sensing","0"
"10.1007/978-3-030-67664-3_23","EdgeML",2021,"convolutional applications effectively increasing leveraging treating solutions common practice information","0"
"10.1109/OJVT.2022.3219898","EdgeML",2023,"security network computing vulnerabilities inherently g prone existing networks reliance","0"
"10.22075/ijnaa.2021.24521.2762","EdgeML",2022,"learning detecting methods detection pavement different maintenance processing techniques places","0"
