,paper_id,keyword
9149,10.1016/j.neucom.2015.08.121,Automata
9150,10.1016/j.neucom.2015.08.121,ID ENSEMBLE
9151,10.1109/CogMI50398.2020.00030,edge intelligence
9152,10.1109/CogMI50398.2020.00030,machine learning systems
9153,10.1109/CogMI50398.2020.00030,Internet of Things;
9154,10.1109/CogMI50398.2020.00030,trade-offs
9155,10.1109/CogMI50398.2020.00030,trustworthiness
9156,10.1109/CogMI50398.2020.00030,smart services
9157,10.1109/CogMI50398.2020.00030,ID INTERNET
9158,10.1109/CogMI50398.2020.00030,THINGS
9159,10.1109/MASSW.2019.00009,ID INTERNET
9160,10.1109/MASSW.2019.00009,THINGS
9161,"['10.1007/s11277-022-10160-y', 'EA DEC 2022']",Fog computing
9162,"['10.1007/s11277-022-10160-y', 'EA DEC 2022']",Machine learning
9163,"['10.1007/s11277-022-10160-y', 'EA DEC 2022']",Classification
9164,"['10.1007/s11277-022-10160-y', 'EA DEC 2022']",Clustering
9165,"['10.1007/s11277-022-10160-y', 'EA DEC 2022']",QoS;
9166,"['10.1007/s11277-022-10160-y', 'EA DEC 2022']",Scheduling
9167,10.1145/3363347.3363364,Machine learning
9168,10.1145/3363347.3363364,Artificial intelligence
9169,10.1145/3363347.3363364,Data marketplace
9170,10.1145/3363347.3363364,IoT;
9171,10.1145/3363347.3363364,Internet of Things
9172,10.1145/3363347.3363364,Edge Computing
9173,10.3390/pr9010092,smart manufacturing
9174,10.3390/pr9010092,edge computing
9175,10.3390/pr9010092,machine learning
9176,10.3390/pr9010092,blockchain;
9177,10.3390/pr9010092,Industrial Internet of Things
9178,10.3390/pr9010092,ID INDUSTRIAL INTERNET
9179,10.3390/pr9010092,NEURAL-NETWORK
9180,10.3390/pr9010092,THINGS
9181,10.3390/pr9010092,IOT
9182,10.1109/BlackSeaCom52164.2021.9527885,ID INDUSTRIAL INTERNET
9183,10.1109/BlackSeaCom52164.2021.9527885,NEURAL-NETWORK
9184,10.1109/BlackSeaCom52164.2021.9527885,THINGS
9185,10.1109/BlackSeaCom52164.2021.9527885,IOT
9186,10.1109/cac48633.2019.8996649,Edge detection
9187,10.1109/cac48633.2019.8996649,Information measure
9188,10.1109/cac48633.2019.8996649,Kernel function Extreme learning
9189,10.1109/cac48633.2019.8996649,machine (KELM)
9190,10.3390/jmmp7030100,milling
9191,10.3390/jmmp7030100,titanium alloy Ti-6Al-4V
9192,10.3390/jmmp7030100,residual stresses
9193,10.3390/jmmp7030100,process forces;
9194,10.3390/jmmp7030100,cutting-edge radius
9195,10.3390/jmmp7030100,machine learning
9196,10.3390/jmmp7030100,tool wear prediction
9197,10.3390/jmmp7030100,supervised
9198,10.3390/jmmp7030100,learning
9199,10.3390/jmmp7030100,multilayer perceptron
9200,10.3390/jmmp7030100,ID SURFACE INTEGRITY
9201,10.3390/jmmp7030100,RESIDUAL-STRESS
9202,10.3390/jmmp7030100,TITANIUM
9203,10.3390/jmmp7030100,PREDICTION
9204,10.3390/jmmp7030100,ALLOYS;
9205,10.3390/jmmp7030100,RADIUS
9206,10.3390/jmmp7030100,LIFE
9207,"['10.1016/j.jnca.2021.103005', 'EA MAR 2021']",Caching
9208,"['10.1016/j.jnca.2021.103005', 'EA MAR 2021']",Edge networks
9209,"['10.1016/j.jnca.2021.103005', 'EA MAR 2021']",Machine learning
9210,"['10.1016/j.jnca.2021.103005', 'EA MAR 2021']",Popularity prediction
9211,"['10.1016/j.jnca.2021.103005', 'EA MAR 2021']",5G
9212,"['10.1016/j.jnca.2021.103005', 'EA MAR 2021']",ID MOBILE EDGE
9213,"['10.1016/j.jnca.2021.103005', 'EA MAR 2021']",WIRELESS NETWORKS
9214,"['10.1016/j.jnca.2021.103005', 'EA MAR 2021']",RESEARCH ISSUES
9215,"['10.1016/j.jnca.2021.103005', 'EA MAR 2021']",BASE STATIONS
9216,"['10.1016/j.jnca.2021.103005', 'EA MAR 2021']",5G
9217,"['10.1016/j.jnca.2021.103005', 'EA MAR 2021']",FOG;
9218,"['10.1016/j.jnca.2021.103005', 'EA MAR 2021']",SERVICE
9219,"['10.1016/j.jnca.2021.103005', 'EA MAR 2021']",POPULARITY
9220,"['10.1016/j.jnca.2021.103005', 'EA MAR 2021']",CHALLENGES
9221,"['10.1016/j.jnca.2021.103005', 'EA MAR 2021']",ARCHITECTURE
9222,10.1109/SEC.2018.00047,Machine Learning
9223,10.1109/SEC.2018.00047,Deep Learning
9224,10.1109/SEC.2018.00047,IoT
9225,10.1109/SEC.2018.00047,GPU
9226,10.1109/SEC.2018.00047,ARM
9227,10.1109/SEC.2018.00047,Quantization
9228,10.1109/SEC.2018.00047,Model
9229,10.1109/SEC.2018.00047,Pruning
9230,10.1145/3503823.3503843,Pruning
9231,10.1007/s42452-023-05498-2,Edge computing
9232,10.1007/s42452-023-05498-2,Federated learning
9233,10.1007/s42452-023-05498-2,Machine learning
9234,10.1007/s42452-023-05498-2,Edge server
9235,10.1007/s42452-023-05498-2,assignment
9236,10.1145/3469029,Edge intelligence
9237,10.1145/3469029,mobile edge computing
9238,10.1145/3469029,machine learning;
9239,10.1145/3469029,resource-constrained
9240,10.1145/3469029,IoT
9241,10.1145/3469029,low-power
9242,10.1145/3469029,deep learning
9243,10.1145/3469029,embedded;
9244,10.1145/3469029,distributed computing
9245,10.1145/3469029,ID NEURAL-NETWORK
9246,10.1145/3469029,DEEP
9247,10.1145/3469029,MOBILE
9248,10.1145/3469029,INTELLIGENCE
9249,10.1145/3469029,ANALYTICS
9250,10.1145/3469029,INFERENCE
9251,10.1109/ACCESS.2022.3212077,Machine learning
9252,10.1109/ACCESS.2022.3212077,Computer vision
9253,10.1109/ACCESS.2022.3212077,Annotations
9254,10.1109/ACCESS.2022.3212077,Data models;
9255,10.1109/ACCESS.2022.3212077,Computational modeling
9256,10.1109/ACCESS.2022.3212077,User interfaces
9257,10.1109/ACCESS.2022.3212077,Graphical user interfaces
9258,10.1109/ACCESS.2022.3212077,Edge
9259,10.1109/ACCESS.2022.3212077,computing
9260,10.1109/ACCESS.2022.3212077,Interactive systems
9261,10.1109/ACCESS.2022.3212077,Computer vision
9262,10.1109/ACCESS.2022.3212077,edge machine learning;
9263,10.1109/ACCESS.2022.3212077,interactive machine learning
9264,10.1109/ACCESS.2022.3212077,user interface
9265,10.1109/MIC.2022.3152478,Machine learning algorithms
9266,10.1109/MIC.2022.3152478,Heuristic algorithms
9267,10.1109/MIC.2022.3152478,Cloud computing;
9268,10.1109/MIC.2022.3152478,Internet of Things
9269,10.1109/MIC.2022.3152478,Machine learning
9270,10.1109/MIC.2022.3152478,Data models
9271,10.1109/MIC.2022.3152478,Computational
9272,10.1109/MIC.2022.3152478,modeling
9273,10.1109/MIC.2022.3152478,edge computing
9274,10.1109/MIC.2022.3152478,MOA
9275,10.1109/MIC.2022.3152478,sensor data processing
9276,10.1109/MIC.2022.3152478,stream
9277,10.1109/MIC.2022.3152478,processing
9278,10.1109/MIC.2022.3152478,machine learning
9279,10.1109/ACCESS.2019.2954897,Heterogeneous distributed system
9280,10.1109/ACCESS.2019.2954897,mobile edge computing system
9281,10.1109/ACCESS.2019.2954897,adaptive
9282,10.1109/ACCESS.2019.2954897,scheduling
9283,10.1109/ACCESS.2019.2954897,large-scale machine learning
9284,10.1007/s11432-020-3251-9,edge-intelligent network
9285,10.1007/s11432-020-3251-9,federated learning
9286,10.1007/s11432-020-3251-9,imperfect CSI
9287,10.1007/s11432-020-3251-9,robust
9288,10.1007/s11432-020-3251-9,design
9289,10.1007/s11432-020-3251-9,ID CELLULAR INTERNET
9290,10.1007/s11432-020-3251-9,COMMUNICATION
9291,10.1007/s11432-020-3251-9,ACCESS
9292,10.1117/12.2587107,Inverse Lithography Technology
9293,10.1117/12.2587107,ILT
9294,10.1117/12.2587107,Machine Learning
9295,10.1117/12.2587107,OPC
9296,10.1117/12.2587107,Neural
9297,10.1117/12.2587107,Networks
9298,10.1007/978-3-031-23618-1_38,Deep learning
9299,10.1007/978-3-031-23618-1_38,Constrained edge devices
9300,10.1007/978-3-031-23618-1_38,Machine fault diagnosis
9301,10.1007/978-3-031-23618-1_38,Model
9302,10.1007/978-3-031-23618-1_38,benchmarking
9303,10.1109/ccece47787.2020.9255800,Machine learning
9304,10.1109/ccece47787.2020.9255800,decision tree
9305,10.1109/ccece47787.2020.9255800,edge computing
9306,10.1109/ccece47787.2020.9255800,IoT
9307,10.1109/ccece47787.2020.9255800,delay-sensitive
9308,10.1109/ccece47787.2020.9255800,ID EDGE
9309,10.1109/WHISPERS52202.2021.9484007,Hyperspectral
9310,10.1109/WHISPERS52202.2021.9484007,road edge detection
9311,10.1109/WHISPERS52202.2021.9484007,LiDAR
9312,10.1109/WHISPERS52202.2021.9484007,machine learning
9313,10.1109/WHISPERS52202.2021.9484007,data
9314,10.1109/WHISPERS52202.2021.9484007,fusion
9315,10.1109/WHISPERS52202.2021.9484007,remote sensing
9316,10.1109/WHISPERS52202.2021.9484007,ID CLASSIFICATION
9317,10.1109/WHISPERS52202.2021.9484007,EXTRACTION
9318,10.1109/WHISPERS52202.2021.9484007,NETWORK
9319,"['10.1002/cpe.6764', 'EA DEC 2021']",edge enhanced analytics
9320,"['10.1002/cpe.6764', 'EA DEC 2021']",edge system security
9321,"['10.1002/cpe.6764', 'EA DEC 2021']",elliptic curve
9322,"['10.1002/cpe.6764', 'EA DEC 2021']",cryptography
9323,"['10.1002/cpe.6764', 'EA DEC 2021']",IoT and FPGA security
9324,"['10.1002/cpe.6764', 'EA DEC 2021']",machine-learning based side-channel
9325,"['10.1002/cpe.6764', 'EA DEC 2021']",attacks
9326,"['10.1002/cpe.6764', 'EA DEC 2021']",ID ELLIPTIC CURVE CRYPTOGRAPHY
9327,"['10.1002/cpe.6764', 'EA DEC 2021']",NEURAL-NETWORKS
9328,10.4018/IJMCMC.293749,Edge Computing
9329,10.4018/IJMCMC.293749,Football Result Prediction
9330,10.4018/IJMCMC.293749,Machine Learning
9331,10.4018/IJMCMC.293749,Sport
9332,10.4018/IJMCMC.293749,Match Result Prediction
9333,10.3390/s21196594,Match Result Prediction
9334,10.1109/icassp40776.2020.9052927,Multi-access edge computing
9335,10.1109/icassp40776.2020.9052927,computation offloading
9336,10.1109/icassp40776.2020.9052927,edge Machine
9337,10.1109/icassp40776.2020.9052927,Learning
9338,10.1109/icassp40776.2020.9052927,stochastic optimization
9339,10.1109/icassp40776.2020.9052927,ID COMPUTATION
9340,10.1107/S2053273315092438,crystallization
9341,10.1107/S2053273315092438,prediction
9342,10.1107/S2053273315092438,powder diffraction
9343,10.1107/S2053273315092438,microstructur
9344,10.1107/S2053273315092438,machine
9345,10.1107/S2053273315092438,learning
9346,10.3390/app12105178,computer vision
9347,10.3390/app12105178,edge computing
9348,10.3390/app12105178,federated learning
9349,10.3390/app12105178,Internet of Things
9350,10.3390/app12105178,ID BIG DATA
9351,10.3390/app12105178,INTERNET
9352,10.3390/app12105178,THINGS
9353,10.3390/app12105178,CHALLENGES
9354,10.1109/sustech47890.2020.9150502,Microfinance
9355,10.1109/sustech47890.2020.9150502,Distributed Machine Learning
9356,10.1109/sustech47890.2020.9150502,Cloud Computing
9357,10.1109/sustech47890.2020.9150502,Machine
9358,10.1109/sustech47890.2020.9150502,learning
9359,10.1109/sustech47890.2020.9150502,Containerization
9360,10.1109/sustech47890.2020.9150502,Blockchain
9361,10.1109/sustech47890.2020.9150502,Edge Learning
9362,10.1109/sustech47890.2020.9150502,Service
9363,10.1109/sustech47890.2020.9150502,Orchestration
9364,10.1109/sustech47890.2020.9150502,Edge-Enabled Application
9365,10.1109/ACCESS.2020.2978082,Edge computing
9366,10.1109/ACCESS.2020.2978082,Cloud computing
9367,10.1109/ACCESS.2020.2978082,Servers
9368,10.1109/ACCESS.2020.2978082,Learning systems
9369,10.1109/ACCESS.2020.2978082,Training;
9370,10.1109/ACCESS.2020.2978082,Machine learning
9371,10.1109/ACCESS.2020.2978082,Data models
9372,10.1109/ACCESS.2020.2978082,Federated learning
9373,10.1109/ACCESS.2020.2978082,edge computing;
9374,10.1109/ACCESS.2020.2978082,privacy preservation
9375,10.1109/ACCESS.2020.2978082,asynchronous distributed network
9376,10.1109/ACCESS.2020.2978082,gradient
9377,10.1109/ACCESS.2020.2978082,compression
9378,10.1109/COMPSAC57700.2023.00124,EdgeComputing
9379,10.1109/COMPSAC57700.2023.00124,DistributedMachineLearning
9380,10.1109/COMPSAC57700.2023.00124,Federated Learning
9381,10.1109/COMPSAC57700.2023.00124,Internet
9382,10.1109/COMPSAC57700.2023.00124,of Things
9383,10.1109/JSAC.2020.3041379,Computational modeling
9384,10.1109/JSAC.2020.3041379,Wireless communication
9385,10.1109/JSAC.2020.3041379,Servers
9386,10.1109/JSAC.2020.3041379,Performance
9387,10.1109/JSAC.2020.3041379,evaluation
9388,10.1109/JSAC.2020.3041379,Learning systems
9389,10.1109/JSAC.2020.3041379,Machine learning
9390,10.1109/JSAC.2020.3041379,Data models
9391,10.1109/JSAC.2020.3041379,Distributed
9392,10.1109/JSAC.2020.3041379,machine learning
9393,10.1109/JSAC.2020.3041379,mobile edge computing
9394,10.1109/JSAC.2020.3041379,timely computing;
9395,10.1109/JSAC.2020.3041379,computation-communication tradeoff
9396,10.1109/JSAC.2020.3041379,distributed optimization
9397,10.1109/IPDPSW50202.2020.00153,computation-communication tradeoff
9398,10.1109/IPDPSW50202.2020.00153,distributed optimization
9399,10.3390/s22072665,machine learning
9400,10.3390/s22072665,artificial intelligence
9401,10.3390/s22072665,distributed
9402,10.3390/s22072665,edge
9403,10.3390/s22072665,intelligence
9404,10.3390/s22072665,fog intelligence
9405,10.3390/s22072665,Internet of Things
9406,10.3390/s22072665,ID ARTIFICIAL-INTELLIGENCE
9407,10.3390/s22072665,INDUSTRIAL INTERNET
9408,10.3390/s22072665,RECOGNITION SYSTEM
9409,10.3390/s22072665,BIG
9410,10.3390/s22072665,DATA
9411,10.3390/s22072665,DEEP
9412,10.3390/s22072665,IOT
9413,10.3390/s22072665,THINGS
9414,10.3390/s22072665,CLASSIFICATION
9415,10.3390/s22072665,SURVEILLANCE
9416,10.3390/s22072665,RELIABILITY
9417,10.3390/app11167461,edge computing
9418,10.3390/app11167461,online edge learning
9419,10.3390/app11167461,open methods
9420,10.3390/app11167461,running skewness;
9421,10.3390/app11167461,Welford's algorithm
9422,10.3390/app11167461,ID ALGORITHM
9423,10.3390/app11167461,MACHINE
9424,"['10.1002/itl2.356', 'EA MAR 2022']",deep features
9425,"['10.1002/itl2.356', 'EA MAR 2022']",edge computing
9426,"['10.1002/itl2.356', 'EA MAR 2022']",edge detection framework
9427,"['10.1002/itl2.356', 'EA MAR 2022']",IoT networks;
9428,"['10.1002/itl2.356', 'EA MAR 2022']",machine learning
9429,"['10.1002/itl2.356', 'EA MAR 2022']",pedestrian detection
9430,10.1007/978-3-030-98355-0_33,HTTP Adaptive Streaming
9431,10.1007/978-3-030-98355-0_33,Edge computing
9432,10.1007/978-3-030-98355-0_33,Content delivery;
9433,10.1007/978-3-030-98355-0_33,Network-assisted video streaming
9434,10.1007/978-3-030-98355-0_33,Quality of experience
9435,10.1007/978-3-030-98355-0_33,Machine
9436,10.1007/978-3-030-98355-0_33,learning
9437,10.1109/MCE.2020.2986812,Servers
9438,10.1109/MCE.2020.2986812,Chatbot
9439,10.1109/MCE.2020.2986812,Machine learning
9440,10.1109/MCE.2020.2986812,Feature extraction
9441,10.1109/MCE.2020.2986812,Databases
9442,10.1109/MCE.2020.2986812,Image
9443,10.1109/MCE.2020.2986812,recognition
9444,10.1109/MCE.2020.2986812,Task analysis
9445,10.1109/INFOTEH53737.2022.9751311,artificial intelligence
9446,10.1109/INFOTEH53737.2022.9751311,Covid19 prevention
9447,10.1109/INFOTEH53737.2022.9751311,edge computing
9448,10.1109/INFOTEH53737.2022.9751311,face mask
9449,10.1109/INFOTEH53737.2022.9751311,detection
9450,10.1109/INFOTEH53737.2022.9751311,image processing
9451,10.1109/INFOTEH53737.2022.9751311,Internet of Things
9452,10.1109/INFOTEH53737.2022.9751311,machine learning
9453,10.1109/GLOBECOM42002.2020.9322592,Federated learning
9454,10.1109/GLOBECOM42002.2020.9322592,edge intelligence
9455,10.1109/GLOBECOM42002.2020.9322592,distributed machine learning;
9456,10.1109/GLOBECOM42002.2020.9322592,convergence analysis
9457,10.1109/GLOBECOM42002.2020.9322592,edge-cloud computing
9458,10.1109/TSC.2021.3117927,Time factors
9459,10.1109/TSC.2021.3117927,Mobile applications
9460,10.1109/TSC.2021.3117927,Machine learning
9461,10.1109/TSC.2021.3117927,Runtime
9462,10.1109/TSC.2021.3117927,Switches;
9463,10.1109/TSC.2021.3117927,Data analysis
9464,10.1109/TSC.2021.3117927,Support vector machines
9465,10.1109/TSC.2021.3117927,Mobile back-end as a service;
9466,10.1109/TSC.2021.3117927,fog infrastructure
9467,10.1109/TSC.2021.3117927,machine learning
9468,10.1109/TSC.2021.3117927,ID EDGE
9469,10.1109/AIPR57179.2022.10092212,Federated learning
9470,10.1109/AIPR57179.2022.10092212,medical image datasets
9471,10.1109/AIPR57179.2022.10092212,secure
9472,10.1109/AIPR57179.2022.10092212,privacy-preserving;
9473,10.1109/AIPR57179.2022.10092212,machine learning
9474,"['10.1007/s10015-021-00683-1', 'EA APR 2021']",IoT
9475,"['10.1007/s10015-021-00683-1', 'EA APR 2021']",Machine learning
9476,"['10.1007/s10015-021-00683-1', 'EA APR 2021']",Secure multiparty computation
9477,"['10.1007/s10015-021-00683-1', 'EA APR 2021']",Clustering and
9478,"['10.1007/s10015-021-00683-1', 'EA APR 2021']",classification problems
9479,"['10.1007/s10015-021-00683-1', 'EA APR 2021']",Edge computing
9480,"['10.1007/s10015-021-00683-1', 'EA APR 2021']",Vertically partitioned data
9481,10.1117/12.2306095,Edge computing
9482,10.1117/12.2306095,resource allocation
9483,10.1117/12.2306095,machine learning
9484,10.1117/12.2306095,collaborative
9485,10.1117/12.2306095,filtering
9486,10.3390/ai4030039,edge artificial intelligence
9487,10.3390/ai4030039,edge machine learning
9488,10.3390/ai4030039,distributed
9489,10.3390/ai4030039,learning
9490,10.3390/ai4030039,distributed inference
9491,10.3390/ai4030039,federated learning
9492,10.3390/ai4030039,split learning;
9493,10.3390/ai4030039,transfer learning
9494,10.3390/ai4030039,model approximation
9495,10.3390/ai4030039,model compression
9496,10.3390/ai4030039,ID NEURAL-NETWORKS
9497,10.3390/ai4030039,LABEL NOISE
9498,10.3390/ai4030039,CLASSIFICATION
9499,10.3390/ai4030039,CONVERGENCE
9500,10.3390/ai4030039,PERFORMANCE;
9501,10.3390/ai4030039,ALGORITHMS
9502,10.3390/ai4030039,FRAMEWORK
9503,10.3390/ai4030039,INFERENCE
9504,10.3390/ai4030039,IOT
9505,10.1109/ICHI54592.2022.00048,ECG
9506,10.1109/ICHI54592.2022.00048,Privacy-aware machine learning
9507,10.1109/ICHI54592.2022.00048,Distributed machine learning
9508,10.1109/ICHI54592.2022.00048,edge
9509,10.1109/ICHI54592.2022.00048,computing
9510,10.1109/ICHI54592.2022.00048,energy efficient ML
9511,10.1109/ICHI54592.2022.00048,split learning
9512,10.1109/ICHI54592.2022.00048,autoencoder
9513,10.1109/ICHI54592.2022.00048,threshold
9514,10.1109/ICHI54592.2022.00048,mechanism
9515,10.1109/ICEIC54506.2022.9748710,COS MEMS system
9516,10.1109/ICEIC54506.2022.9748710,BM1422AGMV
9517,10.1109/ICEIC54506.2022.9748710,Edge Impulse
9518,10.1109/ICEIC54506.2022.9748710,Machine Learning
9519,10.1109/ICEIC54506.2022.9748710,TensorFlow
9520,10.1109/ICEIC54506.2022.9748710,Lite
9521,10.1109/VTC2021-FALL52928.2021.9625307,mmWave communication
9522,10.1109/VTC2021-FALL52928.2021.9625307,network management
9523,10.1109/VTC2021-FALL52928.2021.9625307,machine learning
9524,10.1109/VTC2021-FALL52928.2021.9625307,edge
9525,10.1109/VTC2021-FALL52928.2021.9625307,computing
9526,10.1109/VTC2021-FALL52928.2021.9625307,resource allocation
9527,10.1109/VTC2021-FALL52928.2021.9625307,ID EXPERIENCE
9528,10.1109/VTC2021-FALL52928.2021.9625307,FRAMEWORK
9529,10.1117/12.2522656,Machine Learning
9530,10.1117/12.2522656,Tactical Edge
9531,10.1117/12.2522656,Collaborative Sensing
9532,10.1117/12.2522656,Video Analytics;
9533,10.1117/12.2522656,Cognitive Edge
9534,10.1109/ACCESS.2022.3207200,Internet of Things
9535,10.1109/ACCESS.2022.3207200,Logic gates
9536,10.1109/ACCESS.2022.3207200,Cloud computing
9537,10.1109/ACCESS.2022.3207200,Performance
9538,10.1109/ACCESS.2022.3207200,evaluation
9539,10.1109/ACCESS.2022.3207200,Computational modeling
9540,10.1109/ACCESS.2022.3207200,Memory management
9541,10.1109/ACCESS.2022.3207200,Machine learning;
9542,10.1109/ACCESS.2022.3207200,Edge computing
9543,10.1109/ACCESS.2022.3207200,Internet of Things
9544,10.1109/ACCESS.2022.3207200,Deep learning
9545,10.1109/ACCESS.2022.3207200,Transfer learning;
9546,10.1109/ACCESS.2022.3207200,Collaborative work
9547,10.1109/ACCESS.2022.3207200,Energy efficiency
9548,10.1109/ACCESS.2022.3207200,Tiny machine learning
9549,10.1109/ACCESS.2022.3207200,IoT
9550,10.1109/ACCESS.2022.3207200,edge
9551,10.1109/ACCESS.2022.3207200,computing
9552,10.1109/ACCESS.2022.3207200,5G
9553,10.1109/ACCESS.2022.3207200,LoRa
9554,10.1109/ACCESS.2022.3207200,gesture recognition
9555,10.1109/ACCESS.2022.3207200,deep learning
9556,10.1109/ACCESS.2022.3207200,transfer
9557,10.1109/ACCESS.2022.3207200,learning
9558,10.1109/ACCESS.2022.3207200,federated learning
9559,10.1109/ACCESS.2022.3207200,implementation
9560,10.1109/ACCESS.2022.3207200,MLOps
9561,10.1109/ACCESS.2022.3207200,energy efficiency
9562,10.1109/ACCESS.2022.3207200,ID INFERENCE
9563,10.3390/s23052649,fault diagnosis
9564,10.3390/s23052649,edge computing
9565,10.3390/s23052649,machine learning
9566,10.3390/s23052649,motor current
9567,10.3390/s23052649,signature analysis
9568,10.3390/s23052649,ID INDUCTION-MOTORS
9569,10.3390/s23052649,SIGNATURE ANALYSIS
9570,10.3390/s23052649,SYSTEM
9571,10.1186/s13677-022-00377-4,Federated learning
9572,10.1186/s13677-022-00377-4,Cloud-edge collaborative computing
9573,10.1186/s13677-022-00377-4,ID INTRUSION DETECTION
9574,10.1186/s13677-022-00377-4,DATA-SECURITY
9575,10.1186/s13677-022-00377-4,MACHINE
9576,10.1186/s13677-022-00377-4,NETWORKS
9577,10.1186/s13677-022-00377-4,PRIVACY;
9578,10.1186/s13677-022-00377-4,COMMUNICATION
9579,10.1186/s13677-022-00377-4,OPTIMIZATION
9580,10.1186/s13677-022-00377-4,MIGRATION
9581,10.1186/s13677-022-00377-4,FRAMEWORK
9582,10.1186/s13677-022-00377-4,INTERNET
9583,"['10.1016/j.jmapro.2022.08.006', 'EA AUG 2022']",Carbon fiber reinforced polymer
9584,"['10.1016/j.jmapro.2022.08.006', 'EA AUG 2022']",Edge trimming
9585,"['10.1016/j.jmapro.2022.08.006', 'EA AUG 2022']",Tool wear
9586,"['10.1016/j.jmapro.2022.08.006', 'EA AUG 2022']",Machine
9587,"['10.1016/j.jmapro.2022.08.006', 'EA AUG 2022']",learning
9588,"['10.1016/j.jmapro.2022.08.006', 'EA AUG 2022']",Cutting force
9589,"['10.1016/j.jmapro.2022.08.006', 'EA AUG 2022']",ID NEURAL-NETWORKS
9590,"['10.1016/j.jmapro.2022.08.006', 'EA AUG 2022']",CUTTING FORCES
9591,"['10.1016/j.jmapro.2022.08.006', 'EA AUG 2022']",MECHANISM
9592,10.5220/0011107000003200,Machine Learning
9593,10.5220/0011107000003200,Quality
9594,10.5220/0011107000003200,Edge Cloud
9595,10.5220/0011107000003200,Cloud Controller
9596,10.5220/0011107000003200,Resource
9597,10.5220/0011107000003200,Management
9598,10.5220/0011107000003200,AI Engineering
9599,10.5220/0011107000003200,AI Governance
9600,10.5220/0011107000003200,Explainable AI
9601,10.5220/0011107000003200,ID INTERNET
9602,10.1016/j.jpdc.2018.03.006,loT
9603,10.1016/j.jpdc.2018.03.006,Edge computing
9604,10.1016/j.jpdc.2018.03.006,Extreme learning machines
9605,10.1016/j.jpdc.2018.03.006,Distributed machine
9606,10.1016/j.jpdc.2018.03.006,learning
9607,10.1016/j.jpdc.2018.03.006,Attack detection
9608,10.32604/cmes.2022.021394,Task offloading
9609,10.32604/cmes.2022.021394,machine learning
9610,10.32604/cmes.2022.021394,algorithm
9611,10.32604/cmes.2022.021394,game theory
9612,10.32604/cmes.2022.021394,dynamic
9613,10.32604/cmes.2022.021394,voltage scaling
9614,10.32604/cmes.2022.021394,ID MOBILE-EDGE
9615,10.32604/cmes.2022.021394,RESOURCE-ALLOCATION
9616,10.32604/cmes.2022.021394,OPTIMIZATION
9617,10.32604/cmes.2022.021394,INTERNET
9618,10.32604/cmes.2022.021394,SCHEME
9619,10.32604/cmes.2022.021394,CLOUD;
9620,10.32604/cmes.2022.021394,INTELLIGENCE
9621,10.32604/cmes.2022.021394,DECISION
9622,10.32604/cmes.2022.021394,THINGS
9623,10.32604/cmes.2022.021394,FLOW
9624,10.1109/DAC56929.2023.10247845,embedded software
9625,10.1109/DAC56929.2023.10247845,machine learning
9626,10.1109/DAC56929.2023.10247845,edge computing
9627,10.1109/DAC56929.2023.10247845,IoT computing;
9628,10.1109/DAC56929.2023.10247845,model optimizations
9629,10.1109/5GWF52925.2021.00054,5G
9630,10.1109/5GWF52925.2021.00054,autonomous vehicles
9631,10.1109/5GWF52925.2021.00054,Multi-access edge computing
9632,10.1109/5GWF52925.2021.00054,artificial
9633,10.1109/5GWF52925.2021.00054,intelligence
9634,10.1109/5GWF52925.2021.00054,off-loading
9635,10.1109/5GWF52925.2021.00054,MEC
9636,10.1109/5GWF52925.2021.00054,latency
9637,10.1109/5GWF52925.2021.00054,power consumption
9638,10.1109/5GWF52925.2021.00054,ANN
9639,10.1109/5GWF52925.2021.00054,ID LOW-LATENCY
9640,10.1109/MDAT.2021.3069952,Artificial intelligence
9641,10.1109/MDAT.2021.3069952,Image edge detection
9642,10.1109/MDAT.2021.3069952,Design methodology;
9643,10.1109/MDAT.2021.3069952,Training
9644,10.1109/MDAT.2021.3069952,Adaptation models
9645,10.1109/MDAT.2021.3069952,Privacy
9646,10.1109/MDAT.2021.3069952,Field programmable gate arrays;
9647,10.1109/MDAT.2021.3069952,Edge AI
9648,10.1109/MDAT.2021.3069952,edge device
9649,10.1109/MDAT.2021.3069952,machine learning
9650,10.1109/MDAT.2021.3069952,IoT
9651,10.1109/MDAT.2021.3069952,design methodology;
9652,10.1109/MDAT.2021.3069952,co-design
9653,10.1109/MDAT.2021.3069952,ID NEURAL-NETWORK
9654,10.1109/MDAT.2021.3069952,ENERGY
9655,10.1109/MDAT.2021.3069952,INFERENCE
9656,"['10.1007/s00521-021-06283-1', 'EA JUL 2021']",ID NEURAL-NETWORK
9657,"['10.1007/s00521-021-06283-1', 'EA JUL 2021']",ENERGY
9658,"['10.1007/s00521-021-06283-1', 'EA JUL 2021']",INFERENCE
9659,10.1177/15330338231195025,artificial intelligence
9660,10.1177/15330338231195025,deep learning
9661,10.1177/15330338231195025,machine learning
9662,10.1177/15330338231195025,medical image
9663,10.1177/15330338231195025,analysis
9664,10.1177/15330338231195025,diagnosis
9665,10.1177/15330338231195025,treatment
9666,10.1109/TNSE.2021.3067454,Task analysis
9667,10.1109/TNSE.2021.3067454,Optimization
9668,10.1109/TNSE.2021.3067454,Machine learning algorithms
9669,10.1109/TNSE.2021.3067454,Learning
9670,10.1109/TNSE.2021.3067454,systems
